Importer Country,Exporter Country,Imported Quantity (metric tons),Total Export (metric tons),Land Use Emission,Implied Carbon Emission,% 
Armenia,Russian Federation,284.14,27097.949,0.002122105,2.23E-05,1.050843384
C??te d'Ivoire,United Kingdom,298.759,100651.479,0.007527597,2.23E-05,0.296243277
Austria,Italy,1074.364,134849.695,0.002788502,2.22E-05,0.796126379
Serbia,Italy,1071.524,134849.695,0.002788502,2.22E-05,0.796126379
Cuba,Chile,204.114,24577.126,0.002676718,2.22E-05,0.829373882
Central African Rep.,Netherlands,352.651,412118.516,0.025941902,2.22E-05,0.085575838
Poland,Belgium,311.672,111310.97,0.007881141,2.21E-05,0.280416249
T??rkiye,Colombia,480.063,40115.598,0.001837644,2.20E-05,1.197185091
Mali,Netherlands,348.828,412118.516,0.025941902,2.20E-05,0.084804884
USA,France,320.877,197278.824,0.013490778,2.19E-05,0.162333114
Panama,Brazil,87.786,1987220.954,0.49538451,2.19E-05,0.004420808
Tunisia,India,526.856,943702.03,0.039250948,2.19E-05,0.055794831
Sweden,New Zealand,135.38,473179.422,0.075052496,2.15E-05,0.028646616
Sweden,Australia,291.784,941099.386,0.069245917,2.15E-05,0.031048762
Mexico,Australia,289.834,941099.386,0.069245917,2.13E-05,0.030759936
Cyprus,Germany,267.218,279955.074,0.022238411,2.12E-05,0.095330552
Ghana,Ireland,201.903,371070.749,0.038906305,2.12E-05,0.054489883
Latvia,Netherlands,335.695,412118.516,0.025941902,2.11E-05,0.081335594
Peru,Paraguay,196.362,338328.171,0.036215614,2.10E-05,0.057986039
Jordan,United Arab Emirates,130.107,36390.994,0.005838901,2.09E-05,0.357944072
Lebanon,New Zealand,131.438,473179.422,0.075052496,2.08E-05,0.027713935
State of Palestine,Paraguay,194.576,338328.171,0.036215614,2.08E-05,0.057433791
Wallis and Futuna Isds,New Zealand,130.781,473179.422,0.075052496,2.07E-05,0.027580695
Lebanon,Uruguay,65.422,383468.309,0.120259804,2.05E-05,0.017046427
Greenland,Denmark,1007.736,68477.261,0.00139181,2.05E-05,1.472902192
Rep. of Korea,Denmark,1003.531,68477.261,0.00139181,2.04E-05,1.465717303
Spain,USA,183.284,1056649.139,0.116995059,2.03E-05,0.01735116
Ecuador,USA,182.461,1056649.139,0.116995059,2.02E-05,0.017265686
Georgia,Poland,405.587,355987.846,0.017630366,2.01E-05,0.114007843
Rep. of Korea,India,479,943702.03,0.039250948,1.99E-05,0.050699412
Poland,Argentina,30.557,623231.507,0.40577377,1.99E-05,0.004904211
"China, Hong Kong SAR",Netherlands,314.783,412118.516,0.025941902,1.98E-05,0.076324396
Slovenia,Germany,248.724,279955.074,0.022238411,1.98E-05,0.089035138
Kyrgyzstan,Kazakhstan,246.152,18485.077,0.00148823,1.98E-05,1.330439515
Ireland,Austria,177.294,96789.307,0.010657402,1.95E-05,0.182971422
Denmark,Argentina,29.836,623231.507,0.40577377,1.94E-05,0.004780989
Slovenia,Brazil,77.833,1987220.954,0.49538451,1.94E-05,0.00391615
Bahrain,Paraguay,179.687,338328.171,0.036215614,1.92E-05,0.053015807
North Macedonia,Germany,238.083,279955.074,0.022238411,1.89E-05,0.084988087
Romania,Brazil,74.966,1987220.954,0.49538451,1.87E-05,0.003774846
Belgium,USA,167.75,1056649.139,0.116995059,1.86E-05,0.015898107
Bulgaria,Germany,234.321,279955.074,0.022238411,1.86E-05,0.083639069
Djibouti,United Arab Emirates,115.846,36390.994,0.005838901,1.86E-05,0.318553098
Brazil,USA,166.773,1056649.139,0.116995059,1.85E-05,0.015812634
Jamaica,Ireland,176.534,371070.749,0.038906305,1.85E-05,0.047550134
Spain,Canada,36.661,439667.712,0.220850951,1.84E-05,0.008331411
Ireland,France,266.056,197278.824,0.013490778,1.82E-05,0.134906971
Equatorial Guinea,Brazil,72.922,1987220.954,0.49538451,1.82E-05,0.003673914
Czechia,Denmark,889.834,68477.261,0.00139181,1.81E-05,1.300464862
Norway,Brazil,72.31,1987220.954,0.49538451,1.80E-05,0.003633541
Maldives,Pakistan,139.17,76720.167,0.009946459,1.80E-05,0.180968926
United Arab Emirates,Paraguay,166.94,338328.171,0.036215614,1.79E-05,0.049426195
Bolivia (Plurinational State of),Brazil,71.822,1987220.954,0.49538451,1.79E-05,0.003613355
Malaysia,USA,160.699,1056649.139,0.116995059,1.78E-05,0.015214318
Kyrgyzstan,Russian Federation,227.386,27097.949,0.002122105,1.78E-05,0.838789787
Finland,Brazil,71.107,1987220.954,0.49538451,1.77E-05,0.003572982
Azerbaijan,Brazil,71.181,1987220.954,0.49538451,1.77E-05,0.003572982
Senegal,United Arab Emirates,108.703,36390.994,0.005838901,1.74E-05,0.298001285
Croatia,Belgium,243.517,111310.97,0.007881141,1.72E-05,0.218242511
Morocco,Brazil,69.13,1987220.954,0.49538451,1.72E-05,0.00347205
Saint Kitts and Nevis,USA,155.001,1056649.139,0.116995059,1.72E-05,0.014701476
Malta,Argentina,25.85,623231.507,0.40577377,1.68E-05,0.004140238
Kuwait,Spain,203.767,221643.244,0.01796596,1.65E-05,0.091840347
Estonia,Uruguay,52.604,383468.309,0.120259804,1.65E-05,0.013720295
Qatar,Spain,201.77,221643.244,0.01796596,1.64E-05,0.091283739
Peru,Bolivia (Plurinational State of),260.631,19822.915,0.001240397,1.63E-05,1.314095407
United Arab Emirates,Spain,198.239,221643.244,0.01796596,1.61E-05,0.089613914
Latvia,Ireland,152.816,371070.749,0.038906305,1.60E-05,0.04112444
Japan,Austria,143.313,96789.307,0.010657402,1.58E-05,0.148253768
Paraguay,Argentina,24.317,623231.507,0.40577377,1.58E-05,0.003893795
Georgia,Netherlands,249.248,412118.516,0.025941902,1.57E-05,0.060519849
Qatar,Netherlands,248.781,412118.516,0.025941902,1.57E-05,0.060519849
Ukraine,Austria,139.409,96789.307,0.010657402,1.54E-05,0.144500508
Grenada,USA,137.381,1056649.139,0.116995059,1.52E-05,0.012992002
Finland,Argentina,22.859,623231.507,0.40577377,1.49E-05,0.003671997
Kuwait,Netherlands,235.271,412118.516,0.025941902,1.48E-05,0.057050559
Chile,Canada,29.318,439667.712,0.220850951,1.47E-05,0.006656073
Czechia,France,213.211,197278.824,0.013490778,1.46E-05,0.108222076
Croatia,Ireland,138.45,371070.749,0.038906305,1.45E-05,0.037269024
Australia,USA,131.109,1056649.139,0.116995059,1.45E-05,0.012393686
Guyana,USA,130.548,1056649.139,0.116995059,1.45E-05,0.012393686
Poland,Australia,196.3,941099.386,0.069245917,1.44E-05,0.02079545
Cyprus,Ireland,137.434,371070.749,0.038906305,1.44E-05,0.037011996
Cyprus,Belgium,203.305,111310.97,0.007881141,1.44E-05,0.18271466
Angola,USA,129.966,1056649.139,0.116995059,1.44E-05,0.012308212
Mali,Spain,177.802,221643.244,0.01796596,1.44E-05,0.080151576
France,Denmark,703.371,68477.261,0.00139181,1.43E-05,1.02743909
Angola,Canada,28.524,439667.712,0.220850951,1.43E-05,0.006474955
Philippines,France,207.159,197278.824,0.013490778,1.42E-05,0.105257087
Viet Nam,Denmark,694.858,68477.261,0.00139181,1.41E-05,1.013069313
United Arab Emirates,Ireland,134.218,371070.749,0.038906305,1.41E-05,0.036240913
Czechia,Australia,191.434,941099.386,0.069245917,1.41E-05,0.020362211
"Other Asia, nes",Brazil,56.179,1987220.954,0.49538451,1.40E-05,0.002826088
Ireland,Brazil,56.077,1987220.954,0.49538451,1.40E-05,0.002826088
State of Palestine,USA,126.379,1056649.139,0.116995059,1.40E-05,0.011966317
Congo,Brazil,55.892,1987220.954,0.49538451,1.39E-05,0.002805901
Costa Rica,Chile,127.639,24577.126,0.002676718,1.39E-05,0.519292656
Sweden,United Kingdom,182.135,100651.479,0.007527597,1.36E-05,0.180668545
Ghana,Canada,27,439667.712,0.220850951,1.36E-05,0.006157999
Finland,Canada,26.915,439667.712,0.220850951,1.35E-05,0.00611272
Seychelles,United Arab Emirates,82.613,36390.994,0.005838901,1.33E-05,0.227782591
Angola,Australia,178.93,941099.386,0.069245917,1.32E-05,0.019062496
Kyrgyzstan,India,316.973,943702.03,0.039250948,1.32E-05,0.033629761
Portugal,Italy,620.388,134849.695,0.002788502,1.28E-05,0.459027822
Portugal,New Zealand,78.71,473179.422,0.075052496,1.25E-05,0.016655009
United Arab Emirates,Poland,253.137,355987.846,0.017630366,1.25E-05,0.0709004
Singapore,Ireland,119.56,371070.749,0.038906305,1.25E-05,0.032128469
Senegal,Argentina,18.883,623231.507,0.40577377,1.23E-05,0.003031246
Tunisia,New Zealand,77.663,473179.422,0.075052496,1.23E-05,0.016388529
Central African Rep.,Spain,151.235,221643.244,0.01796596,1.23E-05,0.068462804
Andorra,France,179.064,197278.824,0.013490778,1.22E-05,0.090432146
Netherlands,Portugal,3013.05,18234.532,7.29E-05,1.20E-05,16.46090535
Bahrain,Uruguay,38.389,383468.309,0.120259804,1.20E-05,0.009978396
Poland,Denmark,592.173,68477.261,0.00139181,1.20E-05,0.862186649
Kazakhstan,Paraguay,112.035,338328.171,0.036215614,1.20E-05,0.033134879
Netherlands,Latvia,7856.95,12572.583,1.90E-05,1.19E-05,62.63157895
Cura??ao,Paraguay,111.126,338328.171,0.036215614,1.19E-05,0.032858755
United Arab Emirates,Belgium,167.118,111310.97,0.007881141,1.18E-05,0.149724513
Angola,Italy,572.104,134849.695,0.002788502,1.18E-05,0.423166274
Czechia,New Zealand,73.644,473179.422,0.075052496,1.17E-05,0.015589088
Lithuania,Netherlands,185.833,412118.516,0.025941902,1.17E-05,0.045100779
Luxembourg,Canada,23.369,439667.712,0.220850951,1.17E-05,0.005297691
Iceland,New Zealand,73.727,473179.422,0.075052496,1.17E-05,0.015589088
Qatar,United Arab Emirates,72.531,36390.994,0.005838901,1.16E-05,0.198667523
Slovenia,Spain,142.635,221643.244,0.01796596,1.16E-05,0.064566547
Serbia,Germany,146.28,279955.074,0.022238411,1.16E-05,0.052162
Gambia,India,278.002,943702.03,0.039250948,1.16E-05,0.029553426
Bahrain,Australia,156.629,941099.386,0.069245917,1.15E-05,0.016607477
Anguilla,USA,104.129,1056649.139,0.116995059,1.15E-05,0.009829475
Slovenia,Uruguay,36.246,383468.309,0.120259804,1.14E-05,0.009479477
Ireland,Canada,22.533,439667.712,0.220850951,1.13E-05,0.005116573
Maldives,United Arab Emirates,70.316,36390.994,0.005838901,1.13E-05,0.19352957
Norway,Netherlands,178.616,412118.516,0.025941902,1.12E-05,0.043173396
Slovakia,Brazil,45.092,1987220.954,0.49538451,1.12E-05,0.00226087
Cabo Verde,Spain,138.749,221643.244,0.01796596,1.12E-05,0.062340114
Finland,Australia,149.403,941099.386,0.069245917,1.10E-05,0.015885413
Cyprus,Spain,135.568,221643.244,0.01796596,1.10E-05,0.061226898
Belarus,Paraguay,102.452,338328.171,0.036215614,1.10E-05,0.030373639
N. Mariana Isds,New Zealand,69.593,473179.422,0.075052496,1.10E-05,0.014656408
Hungary,France,154.948,197278.824,0.013490778,1.06E-05,0.078572192
Cyprus,Poland,214.886,355987.846,0.017630366,1.06E-05,0.060123539
Suriname,Netherlands,168.29,412118.516,0.025941902,1.06E-05,0.040860535
Haiti,USA,94.599,1056649.139,0.116995059,1.05E-05,0.008974738
Lithuania,Germany,131.509,279955.074,0.022238411,1.04E-05,0.046765931
Bulgaria,France,151.773,197278.824,0.013490778,1.04E-05,0.077089698
Bulgaria,Belgium,146.479,111310.97,0.007881141,1.04E-05,0.131960588
Portugal,United Kingdom,137.668,100651.479,0.007527597,1.03E-05,0.136829854
"China, Hong Kong SAR",Russian Federation,131.815,27097.949,0.002122105,1.03E-05,0.485367124
Aruba,Paraguay,96.485,338328.171,0.036215614,1.03E-05,0.028440771
Liberia,"China, Hong Kong SAR",168.883,44189.752,0.002686282,1.03E-05,0.383429588
Austria,United Kingdom,136.052,100651.479,0.007527597,1.02E-05,0.135501409
Solomon Isds,New Zealand,64.37,473179.422,0.075052496,1.02E-05,0.013590487
French Polynesia,USA,91.355,1056649.139,0.116995059,1.01E-05,0.008632843
Tonga,Australia,136.795,941099.386,0.069245917,1.01E-05,0.014585698
Senegal,Netherlands,157.67,412118.516,0.025941902,9.92E-06,0.038239293
Finland,Spain,122.34,221643.244,0.01796596,9.92E-06,0.05521553
Cyprus,Italy,478.361,134849.695,0.002788502,9.89E-06,0.354670716
FS Micronesia,USA,89.066,1056649.139,0.116995059,9.86E-06,0.008427706
Iraq,USA,88.621,1056649.139,0.116995059,9.81E-06,0.008384969
Kazakhstan,United Arab Emirates,60.926,36390.994,0.005838901,9.78E-06,0.167497274
Thailand,Pakistan,74.2,76720.167,0.009946459,9.62E-06,0.096717837
Colombia,Uruguay,30.518,383468.309,0.120259804,9.57E-06,0.007957771
Gabon,France,139.969,197278.824,0.013490778,9.57E-06,0.070937347
Montenegro,Italy,462.623,134849.695,0.002788502,9.57E-06,0.34319502
China,Kazakhstan,118.697,18485.077,0.00148823,9.56E-06,0.642373827
Uruguay,USA,85.966,1056649.139,0.116995059,9.52E-06,0.008137096
Switzerland,United Kingdom,126.786,100651.479,0.007527597,9.48E-06,0.125936604
China,United Arab Emirates,58.844,36390.994,0.005838901,9.44E-06,0.16167426
State of Palestine,Poland,190.509,355987.846,0.017630366,9.43E-06,0.053487262
Belgium,Argentina,14.47,623231.507,0.40577377,9.42E-06,0.002321491
Singapore,Netherlands,149.195,412118.516,0.025941902,9.39E-06,0.036196267
New Zealand,Canada,18.659,439667.712,0.220850951,9.37E-06,0.00424268
Seychelles,Paraguay,87.03,338328.171,0.036215614,9.32E-06,0.025734756
Andorra,Germany,117.202,279955.074,0.022238411,9.31E-06,0.041864502
Hungary,Denmark,453.263,68477.261,0.00139181,9.21E-06,0.661728253
United Arab Emirates,Russian Federation,115.266,27097.949,0.002122105,9.03E-06,0.425520886
Sierra Leone,India,215.998,943702.03,0.039250948,8.98E-06,0.022878428
Norway,New Zealand,56.208,473179.422,0.075052496,8.92E-06,0.011885014
Equatorial Guinea,Paraguay,82.646,338328.171,0.036215614,8.85E-06,0.024436974
Saint Maarten,Brazil,35.488,1987220.954,0.49538451,8.85E-06,0.001786491
Iceland,Netherlands,140.442,412118.516,0.025941902,8.84E-06,0.034076144
Bulgaria,Austria,79.864,96789.307,0.010657402,8.79E-06,0.082477887
Philippines,Denmark,426.89,68477.261,0.00139181,8.68E-06,0.623648343
Dem. Rep. of the Congo,Paraguay,80.781,338328.171,0.036215614,8.65E-06,0.023884726
Croatia,France,126.184,197278.824,0.013490778,8.63E-06,0.063969624
Bulgaria,Denmark,422.844,68477.261,0.00139181,8.59E-06,0.617181943
Luxembourg,Spain,105.571,221643.244,0.01796596,8.56E-06,0.047645659
Iceland,USA,77.31,1056649.139,0.116995059,8.56E-06,0.007316548
Spain,New Zealand,52.85,473179.422,0.075052496,8.38E-06,0.011165518
France,Canada,16.54,439667.712,0.220850951,8.31E-06,0.003762719
Italy,New Zealand,52.249,473179.422,0.075052496,8.29E-06,0.011045602
Seychelles,India,197.74,943702.03,0.039250948,8.22E-06,0.020942169
C??te d'Ivoire,India,196.99,943702.03,0.039250948,8.19E-06,0.020865738
Georgia,"China, Hong Kong SAR",133.75,44189.752,0.002686282,8.13E-06,0.302648791
Marshall Isds,USA,73.184,1056649.139,0.116995059,8.10E-06,0.006923369
Slovakia,Uruguay,25.69,383468.309,0.120259804,8.06E-06,0.006702156
Serbia,Austria,73.078,96789.307,0.010657402,8.05E-06,0.075534356
"China, Hong Kong SAR",France,116.968,197278.824,0.013490778,8.00E-06,0.059299768
Romania,Spain,97.426,221643.244,0.01796596,7.90E-06,0.043972045
India,Brazil,31.392,1987220.954,0.49538451,7.83E-06,0.00158059
Czechia,Italy,371.893,134849.695,0.002788502,7.69E-06,0.275775309
Slovenia,Ireland,72.93,371070.749,0.038906305,7.65E-06,0.019662623
Turkmenistan,United Arab Emirates,47.471,36390.994,0.005838901,7.62E-06,0.130504011
Guinea,Brazil,30.421,1987220.954,0.49538451,7.58E-06,0.001530125
United Arab Emirates,Austria,68.54,96789.307,0.010657402,7.55E-06,0.070842781
Argentina,USA,68.074,1056649.139,0.116995059,7.54E-06,0.006444717
"China, Macao SAR",Australia,102.316,941099.386,0.069245917,7.53E-06,0.010874287
Malta,Brazil,30.191,1987220.954,0.49538451,7.53E-06,0.001520031
"China, Hong Kong SAR",Spain,92.547,221643.244,0.01796596,7.50E-06,0.041745612
Estonia,Netherlands,118.179,412118.516,0.025941902,7.44E-06,0.02867947
Kazakhstan,Ukraine,639.019,13824.713,0.000160726,7.43E-06,4.622774162
Estonia,Brazil,29.753,1987220.954,0.49538451,7.42E-06,0.001497826
Myanmar,Australia,100.164,941099.386,0.069245917,7.37E-06,0.010643227
United Kingdom,Portugal,1834.594,18234.532,7.29E-05,7.33E-06,10.05486968
Bahrain,United Arab Emirates,45.586,36390.994,0.005838901,7.31E-06,0.125194793
Nauru,Australia,97.808,941099.386,0.069245917,7.20E-06,0.010397725
Croatia,Denmark,353.288,68477.261,0.00139181,7.18E-06,0.515875012
C??te d'Ivoire,Poland,143.75,355987.846,0.017630366,7.12E-06,0.040384868
T??rkiye,India,170,943702.03,0.039250948,7.07E-06,0.018012304
Finland,USA,63.756,1056649.139,0.116995059,7.06E-06,0.006034443
Cyprus,India,168,943702.03,0.039250948,6.99E-06,0.017808487
Sri Lanka,United Arab Emirates,43.487,36390.994,0.005838901,6.98E-06,0.119543044
United Rep. of Tanzania,Brazil,27.65,1987220.954,0.49538451,6.89E-06,0.001390839
Sierra Leone,Belgium,96.867,111310.97,0.007881141,6.86E-06,0.087043234
Lao People's Dem. Rep.,Brazil,27.5,1987220.954,0.49538451,6.86E-06,0.001384783
"China, Hong Kong SAR",Colombia,149.431,40115.598,0.001837644,6.85E-06,0.372759903
Maldives,Germany,86.061,279955.074,0.022238411,6.84E-06,0.030757593
Estonia,Germany,86.118,279955.074,0.022238411,6.84E-06,0.030757593
Rep. of Korea,Netherlands,108.093,412118.516,0.025941902,6.80E-06,0.026212419
T??rkiye,Germany,85.397,279955.074,0.022238411,6.78E-06,0.03048779
France,Australia,91.972,941099.386,0.069245917,6.77E-06,0.00977675
Norway,USA,61.037,1056649.139,0.116995059,6.76E-06,0.005778022
Sierra Leone,Brazil,26.939,1987220.954,0.49538451,6.72E-06,0.001356522
Iceland,Ireland,64.035,371070.749,0.038906305,6.71E-06,0.017246562
Tajikistan,Brazil,26.796,1987220.954,0.49538451,6.68E-06,0.001348447
Saint Lucia,New Zealand,41.976,473179.422,0.075052496,6.66E-06,0.008873789
Saint Vincent and the Grenadines,USA,60.186,1056649.139,0.116995059,6.66E-06,0.005692548
Senegal,France,97.243,197278.824,0.013490778,6.65E-06,0.049292932
American Samoa,Australia,90.407,941099.386,0.069245917,6.65E-06,0.009603454
Sweden,Spain,81.966,221643.244,0.01796596,6.64E-06,0.036958782
Mauritania,Netherlands,105.276,412118.516,0.025941902,6.63E-06,0.025557108
Austria,Brazil,26.22,1987220.954,0.49538451,6.54E-06,0.001320187
Norway,Ireland,62.27,371070.749,0.038906305,6.53E-06,0.016783912
France,New Zealand,40.915,473179.422,0.075052496,6.49E-06,0.008647281
Ukraine,Brazil,26.006,1987220.954,0.49538451,6.48E-06,0.001308075
Bahrain,Argentina,9.766,623231.507,0.40577377,6.36E-06,0.001567376
Lebanon,Australia,85.787,941099.386,0.069245917,6.31E-06,0.009112451
Estonia,Belgium,89.051,111310.97,0.007881141,6.31E-06,0.080064549
New Caledonia,France,91.816,197278.824,0.013490778,6.28E-06,0.046550318
Iraq,Spain,77.402,221643.244,0.01796596,6.27E-06,0.034899332
Guam,New Zealand,39.199,473179.422,0.075052496,6.22E-06,0.008287533
Nicaragua,United Kingdom,82.429,100651.479,0.007527597,6.16E-06,0.081832223
Hungary,Ireland,58.632,371070.749,0.038906305,6.15E-06,0.015807207
Saudi Arabia,Poland,123.69,355987.846,0.017630366,6.13E-06,0.034769556
Somalia,United Arab Emirates,38.044,36390.994,0.005838901,6.10E-06,0.104471715
Gibraltar,United Kingdom,81.226,100651.479,0.007527597,6.07E-06,0.080636623
Japan,France,88.487,197278.824,0.013490778,6.05E-06,0.044845449
Jordan,Paraguay,56.259,338328.171,0.036215614,6.02E-06,0.016622664
Mauritius,New Zealand,37.945,473179.422,0.075052496,6.02E-06,0.008021052
Cambodia,"China, Hong Kong SAR",98.71,44189.752,0.002686282,6.00E-06,0.223357041
Kyrgyzstan,Paraguay,56,338328.171,0.036215614,5.99E-06,0.016539827
Mauritania,Brazil,23.938,1987220.954,0.49538451,5.97E-06,0.001205124
State of Palestine,Netherlands,94.729,412118.516,0.025941902,5.96E-06,0.022974414
Liberia,India,142.5,943702.03,0.039250948,5.93E-06,0.015107915
United Kingdom,Denmark,288.876,68477.261,0.00139181,5.87E-06,0.421752969
Maldives,USA,52.893,1056649.139,0.116995059,5.86E-06,0.005008759
Aruba,Costa Rica,96.171,26728.16,0.001628467,5.86E-06,0.359847636
Djibouti,Brazil,23.499,1987220.954,0.49538451,5.86E-06,0.00118292
Slovenia,Paraguay,54.03,338328.171,0.036215614,5.78E-06,0.015959967
Barbados,United Kingdom,77.269,100651.479,0.007527597,5.78E-06,0.076784132
Malaysia,"China, Hong Kong SAR",94.746,44189.752,0.002686282,5.76E-06,0.21442276
Luxembourg,Uruguay,18.253,383468.309,0.120259804,5.72E-06,0.004756369
Trinidad and Tobago,Ireland,54.306,371070.749,0.038906305,5.69E-06,0.014624879
Estonia,Argentina,8.678,623231.507,0.40577377,5.65E-06,0.001392401
South Africa,Australia,75.394,941099.386,0.069245917,5.55E-06,0.008014913
Sri Lanka,Australia,73.628,941099.386,0.069245917,5.42E-06,0.007827176
Belarus,Italy,260.428,134849.695,0.002788502,5.39E-06,0.193293747
Sudan,Netherlands,85.068,412118.516,0.025941902,5.35E-06,0.020623006
Singapore,Spain,65.818,221643.244,0.01796596,5.34E-06,0.029722876
United Arab Emirates,Kazakhstan,66.001,18485.077,0.00148823,5.31E-06,0.356799688
Serbia,Spain,65.546,221643.244,0.01796596,5.31E-06,0.029555893
Denmark,USA,47.842,1056649.139,0.116995059,5.30E-06,0.004530106
Malta,Austria,47.904,96789.307,0.010657402,5.27E-06,0.0494492
Namibia,India,126.82,943702.03,0.039250948,5.27E-06,0.013426427
Hungary,Italy,253.125,134849.695,0.002788502,5.23E-06,0.187555899
China,Netherlands,81.734,412118.516,0.025941902,5.14E-06,0.019813505
Albania,Italy,246.003,134849.695,0.002788502,5.09E-06,0.182535282
C??te d'Ivoire,Italy,246.075,134849.695,0.002788502,5.09E-06,0.182535282
"China, Macao SAR",Colombia,110.472,40115.598,0.001837644,5.06E-06,0.275352571
Australia,United Kingdom,67.092,100651.479,0.007527597,5.02E-06,0.066687948
Cuba,USA,44.632,1056649.139,0.116995059,4.94E-06,0.004222401
Angola,Colombia,107.667,40115.598,0.001837644,4.93E-06,0.268278295
Cuba,Paraguay,45.457,338328.171,0.036215614,4.87E-06,0.013447239
Switzerland,Italy,234.083,134849.695,0.002788502,4.84E-06,0.173569895
France,Portugal,1192.731,18234.532,7.29E-05,4.77E-06,6.543209877
Samoa,Australia,64.789,941099.386,0.069245917,4.77E-06,0.006888493
Qatar,France,69.165,197278.824,0.013490778,4.73E-06,0.035060988
Poland,USA,42.575,1056649.139,0.116995059,4.71E-06,0.004025811
South Africa,USA,42.346,1056649.139,0.116995059,4.69E-06,0.004008716
China,Italy,225.348,134849.695,0.002788502,4.66E-06,0.167114816
Gibraltar,New Zealand,29.361,473179.422,0.075052496,4.66E-06,0.006208987
Yemen,India,112.032,943702.03,0.039250948,4.66E-06,0.011872325
Nicaragua,USA,41.424,1056649.139,0.116995059,4.59E-06,0.003923243
Qatar,Poland,91.791,355987.846,0.017630366,4.55E-06,0.025807746
Sudan,United Arab Emirates,28.127,36390.994,0.005838901,4.51E-06,0.077240563
Mauritius,United Arab Emirates,28.038,36390.994,0.005838901,4.50E-06,0.077069298
Congo,Paraguay,41.727,338328.171,0.036215614,4.47E-06,0.012342743
Aruba,Netherlands,71.023,412118.516,0.025941902,4.47E-06,0.017230811
Poland,Ukraine,371.779,13824.713,0.000160726,4.32E-06,2.687804089
Senegal,New Zealand,27.1,473179.422,0.075052496,4.30E-06,0.005729323
Angola,Spain,52.294,221643.244,0.01796596,4.24E-06,0.023600186
Mali,France,61.569,197278.824,0.013490778,4.21E-06,0.031206503
United Rep. of Tanzania,United Arab Emirates,26.231,36390.994,0.005838901,4.21E-06,0.07210261
Poland,Brazil,16.798,1987220.954,0.49538451,4.19E-06,0.000845808
Antigua and Barbuda,Paraguay,39.13,338328.171,0.036215614,4.19E-06,0.011569595
Estonia,Austria,37.877,96789.307,0.010657402,4.17E-06,0.039127735
Canada,France,60.527,197278.824,0.013490778,4.14E-06,0.03068763
Japan,Netherlands,65.556,412118.516,0.025941902,4.13E-06,0.01592019
Japan,Chile,37.941,24577.126,0.002676718,4.13E-06,0.154293429
Greece,USA,37.193,1056649.139,0.116995059,4.12E-06,0.003521516
Ireland,New Zealand,26.003,473179.422,0.075052496,4.12E-06,0.005489491
Malaysia,Russian Federation,52.057,27097.949,0.002122105,4.08E-06,0.192261929
Liberia,Spain,50,221643.244,0.01796596,4.05E-06,0.022542631
Canada,Germany,50.839,279955.074,0.022238411,4.04E-06,0.018166766
Cyprus,New Zealand,25.5,473179.422,0.075052496,4.04E-06,0.005382899
Switzerland,Belgium,56.942,111310.97,0.007881141,4.03E-06,0.051134728
Lebanon,Spain,49.227,221643.244,0.01796596,3.99E-06,0.022208666
Slovakia,Australia,53.886,941099.386,0.069245917,3.96E-06,0.005718749
New Zealand,USA,35.792,1056649.139,0.116995059,3.96E-06,0.003384758
Honduras,Costa Rica,64.097,26728.16,0.001628467,3.91E-06,0.240103115
Aruba,Uruguay,12.385,383468.309,0.120259804,3.88E-06,0.003226348
"China, Macao SAR",Netherlands,61.499,412118.516,0.025941902,3.87E-06,0.01491795
Rep. of Moldova,Canada,7.611,439667.712,0.220850951,3.82E-06,0.001729673
Latvia,Germany,47.837,279955.074,0.022238411,3.80E-06,0.017087552
Czechia,Canada,7.466,439667.712,0.220850951,3.75E-06,0.001697978
Namibia,Argentina,5.76,623231.507,0.40577377,3.75E-06,0.00092416
Hungary,Spain,46.185,221643.244,0.01796596,3.74E-06,0.020817145
Guinea,United Kingdom,49.91,100651.479,0.007527597,3.73E-06,0.049551005
Portugal,Austria,33.623,96789.307,0.010657402,3.70E-06,0.034717654
Gabon,Belgium,51.994,111310.97,0.007881141,3.68E-06,0.046693747
Bahamas,Paraguay,33.907,338328.171,0.036215614,3.63E-06,0.010023301
Senegal,Uruguay,11.54,383468.309,0.120259804,3.62E-06,0.00301015
Iceland,Denmark,175.388,68477.261,0.00139181,3.56E-06,0.255782039
Antigua and Barbuda,Brazil,14.273,1987220.954,0.49538451,3.56E-06,0.000718634
"China, Hong Kong SAR",Germany,44.382,279955.074,0.022238411,3.53E-06,0.015873436
Senegal,Spain,43.421,221643.244,0.01796596,3.52E-06,0.019592607
"China, Hong Kong SAR",Pakistan,27.099,76720.167,0.009946459,3.51E-06,0.035288941
Eritrea,United Arab Emirates,21.789,36390.994,0.005838901,3.50E-06,0.059942787
Greece,United Kingdom,46.46,100651.479,0.007527597,3.47E-06,0.046097048
Jamaica,United Kingdom,46.332,100651.479,0.007527597,3.47E-06,0.046097048
Singapore,Belgium,48.73,111310.97,0.007881141,3.45E-06,0.043775387
Mauritius,France,50.116,197278.824,0.013490778,3.43E-06,0.025424775
South Africa,France,49.972,197278.824,0.013490778,3.42E-06,0.025350651
Ukraine,Netherlands,54.176,412118.516,0.025941902,3.41E-06,0.013144757
Congo,France,49.192,197278.824,0.013490778,3.36E-06,0.024905902
Malta,USA,30.143,1056649.139,0.116995059,3.34E-06,0.002854821
